ATM Name,Transaction Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,weekday,net_xyz_vs_,net_xyz_vs_other_card,YearMonth,YearMonth_str
KK Nagar ATM,2014-07-06,137,85,52,611000,392500,218500,SUNDAY,National_holiday,True,HHW,Sunday,33,33,2014-07,2014-07
Christ College ATM,2014-07-06,156,34,122,735600,162300,573300,SUNDAY,National_holiday,True,HHW,Sunday,-88,-88,2014-07,2014-07
Big Street ATM,2014-07-07,99,28,71,378700,172500,206200,MONDAY,National_holiday,,HWW,Monday,-43,-43,2014-07,2014-07
Mount Road ATM,2014-07-07,269,150,119,1256300,840000,416300,MONDAY,National_holiday,,HWW,Monday,31,31,2014-07,2014-07
Airport ATM,2014-07-07,118,92,26,455200,368300,86900,MONDAY,National_holiday,,HWW,Monday,66,66,2014-07,2014-07
KK Nagar ATM,2014-07-07,262,172,90,1100700,740500,360200,MONDAY,National_holiday,,HWW,Monday,82,82,2014-07,2014-07
Christ College ATM,2014-07-07,260,80,180,1273700,399000,874700,MONDAY,National_holiday,,HWW,Monday,-100,-100,2014-07,2014-07
KK Nagar ATM,2014-07-08,281,211,70,1241600,977500,264100,TUESDAY,National_holiday,,WWW,Tuesday,141,141,2014-07,2014-07
Airport ATM,2014-07-08,126,88,38,607300,476500,130800,TUESDAY,National_holiday,,WWW,Tuesday,50,50,2014-07,2014-07
Christ College ATM,2014-07-08,187,84,103,872500,486500,386000,TUESDAY,National_holiday,,WWW,Tuesday,-19,-19,2014-07,2014-07
Big Street ATM,2014-07-08,86,25,61,292100,88100,204000,TUESDAY,National_holiday,,WWW,Tuesday,-36,-36,2014-07,2014-07
Mount Road ATM,2014-07-08,162,74,88,659300,387200,272100,TUESDAY,National_holiday,,WWW,Tuesday,-14,-14,2014-07,2014-07
Big Street ATM,2014-07-09,88,25,63,327100,97100,230000,WEDNESDAY,National_holiday,,WWW,Wednesday,-38,-38,2014-07,2014-07
Mount Road ATM,2014-07-09,200,116,84,822000,540300,281700,WEDNESDAY,National_holiday,,WWW,Wednesday,32,32,2014-07,2014-07
Airport ATM,2014-07-09,142,112,30,791000,641900,149100,WEDNESDAY,National_holiday,,WWW,Wednesday,82,82,2014-07,2014-07
KK Nagar ATM,2014-07-09,264,182,82,1213200,871900,341300,WEDNESDAY,National_holiday,,WWW,Wednesday,100,100,2014-07,2014-07
Christ College ATM,2014-07-09,160,47,113,726200,239000,487200,WEDNESDAY,National_holiday,,WWW,Wednesday,-66,-66,2014-07,2014-07
Christ College ATM,2014-07-10,123,49,74,471200,253400,217800,THURSDAY,National_holiday,,WWW,Thursday,-25,-25,2014-07,2014-07
KK Nagar ATM,2014-07-10,257,170,87,1154800,804700,350100,THURSDAY,National_holiday,,WWW,Thursday,83,83,2014-07,2014-07
Airport ATM,2014-07-10,118,92,26,706600,624100,82500,THURSDAY,National_holiday,,WWW,Thursday,66,66,2014-07,2014-07
Big Street ATM,2014-07-10,98,28,70,364800,115600,249200,THURSDAY,National_holiday,,WWW,Thursday,-42,-42,2014-07,2014-07
Mount Road ATM,2014-07-10,186,93,93,711500,467200,244300,THURSDAY,National_holiday,,WWW,Thursday,0,0,2014-07,2014-07
Big Street ATM,2014-07-11,88,19,69,266800,77300,189500,FRIDAY,National_holiday,,WWH,Friday,-50,-50,2014-07,2014-07
Mount Road ATM,2014-07-11,173,82,91,903200,547300,355900,FRIDAY,National_holiday,,WWH,Friday,-9,-9,2014-07,2014-07
Airport ATM,2014-07-11,142,114,28,885600,788100,97500,FRIDAY,National_holiday,,WWH,Friday,86,86,2014-07,2014-07
KK Nagar ATM,2014-07-11,244,190,54,1093700,870600,223100,FRIDAY,National_holiday,,WWH,Friday,136,136,2014-07,2014-07
Christ College ATM,2014-07-11,165,60,105,721000,343700,377300,FRIDAY,National_holiday,,WWH,Friday,-45,-45,2014-07,2014-07
Christ College ATM,2014-07-12,183,53,130,956700,253700,703000,SATURDAY,National_holiday,True,WHH,Saturday,-77,-77,2014-07,2014-07
KK Nagar ATM,2014-07-12,305,210,95,1450600,1031200,419400,SATURDAY,National_holiday,True,WHH,Saturday,115,115,2014-07,2014-07
Airport ATM,2014-07-12,128,102,26,750500,644200,106300,SATURDAY,National_holiday,True,WHH,Saturday,76,76,2014-07,2014-07
Mount Road ATM,2014-07-12,244,96,148,1050300,579600,470700,SATURDAY,National_holiday,True,WHH,Saturday,-52,-52,2014-07,2014-07
Big Street ATM,2014-07-12,106,26,80,333700,102700,231000,SATURDAY,National_holiday,True,WHH,Saturday,-54,-54,2014-07,2014-07
Big Street ATM,2014-08-01,150,31,119,528200,113700,414500,FRIDAY,National_holiday,,WWH,Friday,-88,-88,2014-08,2014-08
Mount Road ATM,2014-08-01,265,116,149,1058400,440400,618000,FRIDAY,National_holiday,,WWH,Friday,-33,-33,2014-08,2014-08
Airport ATM,2014-08-01,121,83,38,742300,581500,160800,FRIDAY,National_holiday,,WWH,Friday,45,45,2014-08,2014-08
KK Nagar ATM,2014-08-01,286,211,75,1557000,1226300,330700,FRIDAY,National_holiday,,WWH,Friday,136,136,2014-08,2014-08
Christ College ATM,2014-08-01,174,52,122,865300,220900,644400,FRIDAY,National_holiday,,WWH,Friday,-70,-70,2014-08,2014-08
Big Street ATM,2014-08-02,149,35,114,551300,105100,446200,SATURDAY,National_holiday,True,WHH,Saturday,-79,-79,2014-08,2014-08
Mount Road ATM,2014-08-02,270,90,180,952100,428900,523200,SATURDAY,National_holiday,True,WHH,Saturday,-90,-90,2014-08,2014-08
Airport ATM,2014-08-02,116,87,29,608900,507600,101300,SATURDAY,National_holiday,True,WHH,Saturday,58,58,2014-08,2014-08
KK Nagar ATM,2014-08-02,324,205,119,1550400,1046800,503600,SATURDAY,National_holiday,True,WHH,Saturday,86,86,2014-08,2014-08
Christ College ATM,2014-08-02,223,83,140,1162600,494700,667900,SATURDAY,National_holiday,True,WHH,Saturday,-57,-57,2014-08,2014-08
KK Nagar ATM,2014-08-03,137,80,57,512000,266100,245900,SUNDAY,National_holiday,True,HHW,Sunday,23,23,2014-08,2014-08
Airport ATM,2014-08-03,90,71,19,418600,351200,67400,SUNDAY,National_holiday,True,HHW,Sunday,52,52,2014-08,2014-08
Christ College ATM,2014-08-03,191,49,142,877900,300600,577300,SUNDAY,National_holiday,True,HHW,Sunday,-93,-93,2014-08,2014-08
Big Street ATM,2014-08-03,71,16,55,99600,26100,73500,SUNDAY,National_holiday,True,HHW,Sunday,-39,-39,2014-08,2014-08
Mount Road ATM,2014-08-03,161,46,115,506600,212000,294600,SUNDAY,National_holiday,True,HHW,Sunday,-69,-69,2014-08,2014-08
Big Street ATM,2014-08-04,151,38,113,639200,158100,481100,MONDAY,National_holiday,,HWW,Monday,-75,-75,2014-08,2014-08
Mount Road ATM,2014-08-04,201,108,93,729500,423800,305700,MONDAY,National_holiday,,HWW,Monday,15,15,2014-08,2014-08
Airport ATM,2014-08-04,22,14,8,79100,58600,20500,MONDAY,National_holiday,,HWW,Monday,6,6,2014-08,2014-08
KK Nagar ATM,2014-08-04,326,204,122,1598800,999400,599400,MONDAY,National_holiday,,HWW,Monday,82,82,2014-08,2014-08
Christ College ATM,2014-08-04,228,73,155,1230000,400900,829100,MONDAY,National_holiday,,HWW,Monday,-82,-82,2014-08,2014-08
Christ College ATM,2014-08-05,167,64,103,781900,339400,442500,TUESDAY,National_holiday,,WWW,Tuesday,-39,-39,2014-08,2014-08
KK Nagar ATM,2014-08-05,274,196,78,1377700,1008300,369400,TUESDAY,National_holiday,,WWW,Tuesday,118,118,2014-08,2014-08
Airport ATM,2014-08-05,94,70,24,647900,486800,161100,TUESDAY,National_holiday,,WWW,Tuesday,46,46,2014-08,2014-08
Big Street ATM,2014-08-05,159,42,117,594800,174900,419900,TUESDAY,National_holiday,,WWW,Tuesday,-75,-75,2014-08,2014-08
Mount Road ATM,2014-08-05,213,119,94,779600,433900,345700,TUESDAY,National_holiday,,WWW,Tuesday,25,25,2014-08,2014-08
Big Street ATM,2014-08-06,138,37,101,525100,168100,357000,WEDNESDAY,National_holiday,,WWW,Wednesday,-64,-64,2014-08,2014-08
Mount Road ATM,2014-08-06,223,125,98,861200,463800,397400,WEDNESDAY,National_holiday,,WWW,Wednesday,27,27,2014-08,2014-08
Airport ATM,2014-08-06,73,50,23,361000,291200,69800,WEDNESDAY,National_holiday,,WWW,Wednesday,27,27,2014-08,2014-08
KK Nagar ATM,2014-08-06,280,209,71,1489100,1209900,279200,WEDNESDAY,National_holiday,,WWW,Wednesday,138,138,2014-08,2014-08
Christ College ATM,2014-08-06,159,65,94,687400,332200,355200,WEDNESDAY,National_holiday,,WWW,Wednesday,-29,-29,2014-08,2014-08
Christ College ATM,2014-08-07,202,58,144,1025400,430300,595100,THURSDAY,National_holiday,,WWW,Thursday,-86,-86,2014-08,2014-08
KK Nagar ATM,2014-08-07,271,193,78,1159800,876000,283800,THURSDAY,National_holiday,,WWW,Thursday,115,115,2014-08,2014-08
Mount Road ATM,2014-08-07,223,122,101,859200,502600,356600,THURSDAY,National_holiday,,WWW,Thursday,21,21,2014-08,2014-08
Big Street ATM,2014-08-07,147,35,112,443700,72500,371200,THURSDAY,National_holiday,,WWW,Thursday,-77,-77,2014-08,2014-08
Airport ATM,2014-08-07,119,97,22,579400,505700,73700,THURSDAY,National_holiday,,WWW,Thursday,75,75,2014-08,2014-08
Big Street ATM,2014-08-08,131,36,95,540500,239400,301100,FRIDAY,National_holiday,,WWH,Friday,-59,-59,2014-08,2014-08
Mount Road ATM,2014-08-08,182,96,86,841900,451300,390600,FRIDAY,National_holiday,,WWH,Friday,10,10,2014-08,2014-08
Airport ATM,2014-08-08,97,71,26,653300,537600,115700,FRIDAY,National_holiday,,WWH,Friday,45,45,2014-08,2014-08
KK Nagar ATM,2014-08-08,272,191,81,1323300,975900,347400,FRIDAY,National_holiday,,WWH,Friday,110,110,2014-08,2014-08
Christ College ATM,2014-08-08,167,59,108,661600,327900,333700,FRIDAY,National_holiday,,WWH,Friday,-49,-49,2014-08,2014-08
Mount Road ATM,2014-08-09,265,119,146,1004500,511000,493500,SATURDAY,National_holiday,True,WHH,Saturday,-27,-27,2014-08,2014-08
Big Street ATM,2014-08-09,87,30,57,266000,118100,147900,SATURDAY,National_holiday,True,WHH,Saturday,-27,-27,2014-08,2014-08
Airport ATM,2014-08-09,92,67,25,432900,356200,76700,SATURDAY,National_holiday,True,WHH,Saturday,42,42,2014-08,2014-08
KK Nagar ATM,2014-08-09,339,251,88,1614700,1230000,384700,SATURDAY,National_holiday,True,WHH,Saturday,163,163,2014-08,2014-08
Christ College ATM,2014-08-09,160,76,84,822000,458400,363600,SATURDAY,National_holiday,True,WHH,Saturday,-8,-8,2014-08,2014-08
KK Nagar ATM,2014-08-10,166,111,55,542600,352500,190100,SUNDAY,National_holiday,True,HHW,Sunday,56,56,2014-08,2014-08
Christ College ATM,2014-08-10,173,53,120,638900,210900,428000,SUNDAY,National_holiday,True,HHW,Sunday,-67,-67,2014-08,2014-08
Mount Road ATM,2014-08-10,246,56,190,543700,124700,419000,SUNDAY,National_holiday,True,HHW,Sunday,-134,-134,2014-08,2014-08
Airport ATM,2014-08-10,103,69,34,439100,309900,129200,SUNDAY,National_holiday,True,HHW,Sunday,35,35,2014-08,2014-08
Christ College ATM,2014-08-11,182,54,128,596800,237600,359200,MONDAY,National_holiday,,HWW,Monday,-74,-74,2014-08,2014-08
KK Nagar ATM,2014-08-11,251,180,71,1314200,1015300,298900,MONDAY,National_holiday,,HWW,Monday,109,109,2014-08,2014-08
Big Street ATM,2014-08-11,50,17,33,137000,51800,85200,MONDAY,National_holiday,,HWW,Monday,-16,-16,2014-08,2014-08
Mount Road ATM,2014-08-11,253,114,139,867700,469300,398400,MONDAY,National_holiday,,HWW,Monday,-25,-25,2014-08,2014-08
Airport ATM,2014-08-11,135,100,35,745400,634300,111100,MONDAY,National_holiday,,HWW,Monday,65,65,2014-08,2014-08
Big Street ATM,2014-08-12,82,35,47,281000,105600,175400,TUESDAY,National_holiday,,WWW,Tuesday,-12,-12,2014-08,2014-08
Mount Road ATM,2014-08-12,178,105,73,666800,435400,231400,TUESDAY,National_holiday,,WWW,Tuesday,32,32,2014-08,2014-08
Airport ATM,2014-08-12,103,76,27,550900,470900,80000,TUESDAY,National_holiday,,WWW,Tuesday,49,49,2014-08,2014-08
KK Nagar ATM,2014-08-12,290,211,79,1373100,1081400,291700,TUESDAY,National_holiday,,WWW,Tuesday,132,132,2014-08,2014-08
Christ College ATM,2014-08-12,130,46,84,466700,123100,343600,TUESDAY,National_holiday,,WWW,Tuesday,-38,-38,2014-08,2014-08
KK Nagar ATM,2014-09-01,340,200,140,1721100,960200,760900,MONDAY,National_holiday,,HWW,Monday,60,60,2014-09,2014-09
Big Street ATM,2014-09-01,140,32,108,557000,137700,419300,MONDAY,National_holiday,,HWW,Monday,-76,-76,2014-09,2014-09
Mount Road ATM,2014-09-01,219,112,107,983000,653500,329500,MONDAY,National_holiday,,HWW,Monday,5,5,2014-09,2014-09
Airport ATM,2014-09-01,99,79,20,529500,456500,73000,MONDAY,National_holiday,,HWW,Monday,59,59,2014-09,2014-09
Christ College ATM,2014-09-01,215,54,161,957100,219800,737300,MONDAY,National_holiday,,HWW,Monday,-107,-107,2014-09,2014-09
KK Nagar ATM,2014-09-02,337,203,134,1856600,1222100,634500,TUESDAY,National_holiday,,WWW,Tuesday,69,69,2014-09,2014-09
Airport ATM,2014-09-02,112,88,24,723500,628900,94600,TUESDAY,National_holiday,,WWW,Tuesday,64,64,2014-09,2014-09
Christ College ATM,2014-09-02,173,64,109,845300,341400,503900,TUESDAY,National_holiday,,WWW,Tuesday,-45,-45,2014-09,2014-09
Big Street ATM,2014-09-02,105,26,79,390700,159800,230900,TUESDAY,National_holiday,,WWW,Tuesday,-53,-53,2014-09,2014-09
Mount Road ATM,2014-09-02,207,86,121,892500,521800,370700,TUESDAY,National_holiday,,WWW,Tuesday,-35,-35,2014-09,2014-09
Big Street ATM,2014-09-03,109,24,85,415600,148300,267300,WEDNESDAY,National_holiday,,WWW,Wednesday,-61,-61,2014-09,2014-09
Mount Road ATM,2014-09-03,208,109,99,968300,616000,352300,WEDNESDAY,National_holiday,,WWW,Wednesday,10,10,2014-09,2014-09
Airport ATM,2014-09-03,85,65,20,443000,393300,49700,WEDNESDAY,National_holiday,,WWW,Wednesday,45,45,2014-09,2014-09
KK Nagar ATM,2014-09-03,291,209,82,1686500,1220600,465900,WEDNESDAY,National_holiday,,WWW,Wednesday,127,127,2014-09,2014-09
Christ College ATM,2014-09-03,191,62,129,904100,349000,555100,WEDNESDAY,National_holiday,,WWW,Wednesday,-67,-67,2014-09,2014-09
Big Street ATM,2014-09-04,118,51,67,493500,257500,236000,THURSDAY,National_holiday,,WWW,Thursday,-16,-16,2014-09,2014-09
Mount Road ATM,2014-09-04,233,101,132,997500,494600,502900,THURSDAY,National_holiday,,WWW,Thursday,-31,-31,2014-09,2014-09
Airport ATM,2014-09-04,118,96,22,653400,556000,97400,THURSDAY,National_holiday,,WWW,Thursday,74,74,2014-09,2014-09
KK Nagar ATM,2014-09-04,254,179,75,1418700,1036300,382400,THURSDAY,National_holiday,,WWW,Thursday,104,104,2014-09,2014-09
Christ College ATM,2014-09-04,250,81,169,1212100,427300,784800,THURSDAY,National_holiday,,WWW,Thursday,-88,-88,2014-09,2014-09
KK Nagar ATM,2014-09-05,255,177,78,1313200,920800,392400,FRIDAY,National_holiday,,WWH,Friday,99,99,2014-09,2014-09
Airport ATM,2014-09-05,106,75,31,606300,447900,158400,FRIDAY,National_holiday,,WWH,Friday,44,44,2014-09,2014-09
Christ College ATM,2014-09-05,158,52,106,778400,291500,486900,FRIDAY,National_holiday,,WWH,Friday,-54,-54,2014-09,2014-09
Big Street ATM,2014-09-05,121,40,81,437300,162400,274900,FRIDAY,National_holiday,,WWH,Friday,-41,-41,2014-09,2014-09
Mount Road ATM,2014-09-05,226,105,121,860600,444500,416100,FRIDAY,National_holiday,,WWH,Friday,-16,-16,2014-09,2014-09
Big Street ATM,2014-09-06,120,28,92,360100,118900,241200,SATURDAY,National_holiday,True,WHH,Saturday,-64,-64,2014-09,2014-09
Mount Road ATM,2014-09-06,226,100,126,862800,462600,400200,SATURDAY,National_holiday,True,WHH,Saturday,-26,-26,2014-09,2014-09
Airport ATM,2014-09-06,107,71,36,624700,492400,132300,SATURDAY,National_holiday,True,WHH,Saturday,35,35,2014-09,2014-09
KK Nagar ATM,2014-09-06,329,232,97,1630900,1279200,351700,SATURDAY,National_holiday,True,WHH,Saturday,135,135,2014-09,2014-09
Christ College ATM,2014-09-06,231,69,162,1107800,446600,661200,SATURDAY,National_holiday,True,WHH,Saturday,-93,-93,2014-09,2014-09
Christ College ATM,2014-09-07,259,42,217,921600,129300,792300,SUNDAY,National_holiday,True,HHW,Sunday,-175,-175,2014-09,2014-09
KK Nagar ATM,2014-09-07,144,90,54,552000,409600,142400,SUNDAY,National_holiday,True,HHW,Sunday,36,36,2014-09,2014-09
Airport ATM,2014-09-07,93,68,25,432800,395100,37700,SUNDAY,National_holiday,True,HHW,Sunday,43,43,2014-09,2014-09
Big Street ATM,2014-09-07,113,23,90,334800,84200,250600,SUNDAY,National_holiday,True,HHW,Sunday,-67,-67,2014-09,2014-09
Mount Road ATM,2014-09-07,147,51,96,501400,194900,306500,SUNDAY,National_holiday,True,HHW,Sunday,-45,-45,2014-09,2014-09
Big Street ATM,2014-09-08,104,30,74,362800,135900,226900,MONDAY,National_holiday,,HWW,Monday,-44,-44,2014-09,2014-09
Mount Road ATM,2014-09-08,215,106,109,809800,497900,311900,MONDAY,National_holiday,,HWW,Monday,-3,-3,2014-09,2014-09
Airport ATM,2014-09-08,138,95,43,763100,605100,158000,MONDAY,National_holiday,,HWW,Monday,52,52,2014-09,2014-09
KK Nagar ATM,2014-09-08,275,179,96,1416500,1071000,345500,MONDAY,National_holiday,,HWW,Monday,83,83,2014-09,2014-09
Christ College ATM,2014-09-08,251,57,194,1103600,316400,787200,MONDAY,National_holiday,,HWW,Monday,-137,-137,2014-09,2014-09
Christ College ATM,2014-09-09,164,50,114,668100,214900,453200,TUESDAY,National_holiday,,WWW,Tuesday,-64,-64,2014-09,2014-09
Airport ATM,2014-09-09,108,76,32,535500,405400,130100,TUESDAY,National_holiday,,WWW,Tuesday,44,44,2014-09,2014-09
KK Nagar ATM,2014-09-09,276,205,71,1358200,1072800,285400,TUESDAY,National_holiday,,WWW,Tuesday,134,134,2014-09,2014-09
Big Street ATM,2014-09-09,121,31,90,481500,161800,319700,TUESDAY,National_holiday,,WWW,Tuesday,-59,-59,2014-09,2014-09
Mount Road ATM,2014-09-09,221,131,90,847500,569900,277600,TUESDAY,National_holiday,,WWW,Tuesday,41,41,2014-09,2014-09
Big Street ATM,2014-09-10,114,30,84,438400,158900,279500,WEDNESDAY,National_holiday,,WWW,Wednesday,-54,-54,2014-09,2014-09
Mount Road ATM,2014-09-10,207,123,84,871700,638800,232900,WEDNESDAY,National_holiday,,WWW,Wednesday,39,39,2014-09,2014-09
Airport ATM,2014-09-10,134,100,34,677400,547500,129900,WEDNESDAY,National_holiday,,WWW,Wednesday,66,66,2014-09,2014-09
KK Nagar ATM,2014-09-10,288,203,85,1357000,1067500,289500,WEDNESDAY,National_holiday,,WWW,Wednesday,118,118,2014-09,2014-09
Christ College ATM,2014-09-10,130,65,65,622700,408200,214500,WEDNESDAY,National_holiday,,WWW,Wednesday,0,0,2014-09,2014-09
Christ College ATM,2014-09-11,120,46,74,483400,249700,233700,THURSDAY,National_holiday,,WWW,Thursday,-28,-28,2014-09,2014-09
KK Nagar ATM,2014-09-11,216,146,70,968000,698100,269900,THURSDAY,National_holiday,,WWW,Thursday,76,76,2014-09,2014-09
Big Street ATM,2014-09-11,126,41,85,439900,224900,215000,THURSDAY,National_holiday,,WWW,Thursday,-44,-44,2014-09,2014-09
Mount Road ATM,2014-09-11,187,93,94,667600,390000,277600,THURSDAY,National_holiday,,WWW,Thursday,-1,-1,2014-09,2014-09
Airport ATM,2014-09-11,91,63,28,417500,279300,138200,THURSDAY,National_holiday,,WWW,Thursday,35,35,2014-09,2014-09
Big Street ATM,2014-09-12,122,44,78,490600,218300,272300,FRIDAY,National_holiday,,WWH,Friday,-34,-34,2014-09,2014-09
Mount Road ATM,2014-09-12,151,89,62,430600,254600,176000,FRIDAY,National_holiday,,WWH,Friday,27,27,2014-09,2014-09
Airport ATM,2014-09-12,108,72,36,582400,458800,123600,FRIDAY,National_holiday,,WWH,Friday,36,36,2014-09,2014-09
KK Nagar ATM,2014-09-12,240,170,70,1264300,981300,283000,FRIDAY,National_holiday,,WWH,Friday,100,100,2014-09,2014-09
Christ College ATM,2014-09-12,167,47,120,684600,258700,425900,FRIDAY,National_holiday,,WWH,Friday,-73,-73,2014-09,2014-09
KK Nagar ATM,2014-10-01,480,246,234,2549800,1374100,1175700,WEDNESDAY,National_holiday,,WWH,Wednesday,12,12,2014-10,2014-10
Christ College ATM,2014-10-01,266,55,211,1314700,345500,969200,WEDNESDAY,National_holiday,,WWH,Wednesday,-156,-156,2014-10,2014-10
Mount Road ATM,2014-10-01,246,128,118,1141300,688000,453300,WEDNESDAY,National_holiday,,WWH,Wednesday,10,10,2014-10,2014-10
Big Street ATM,2014-10-01,164,42,122,671600,216000,455600,WEDNESDAY,National_holiday,,WWH,Wednesday,-80,-80,2014-10,2014-10
Airport ATM,2014-10-01,40,29,11,211700,135100,76600,WEDNESDAY,National_holiday,,WWH,Wednesday,18,18,2014-10,2014-10
Big Street ATM,2014-10-02,52,15,37,134200,24000,110200,THURSDAY,Normal_Day,True,WHH,Thursday,-22,-22,2014-10,2014-10
Mount Road ATM,2014-10-02,210,53,157,899300,351600,547700,THURSDAY,Normal_Day,True,WHH,Thursday,-104,-104,2014-10,2014-10
KK Nagar ATM,2014-10-02,318,154,164,1345300,583800,761500,THURSDAY,Normal_Day,True,WHH,Thursday,-10,-10,2014-10,2014-10
Christ College ATM,2014-10-02,209,46,163,906200,184100,722100,THURSDAY,Normal_Day,True,WHH,Thursday,-117,-117,2014-10,2014-10
Christ College ATM,2014-10-03,18,0,18,81300,0,81300,FRIDAY,Hindu_festival,True,HHH,Friday,-18,-18,2014-10,2014-10
KK Nagar ATM,2014-10-03,414,180,234,1827900,721400,1106500,FRIDAY,Hindu_festival,True,HHH,Friday,-54,-54,2014-10,2014-10
Big Street ATM,2014-10-03,2,2,0,200,200,0,FRIDAY,Hindu_festival,True,HHH,Friday,2,2,2014-10,2014-10
Mount Road ATM,2014-10-03,152,63,89,677500,401100,276400,FRIDAY,Hindu_festival,True,HHH,Friday,-26,-26,2014-10,2014-10
Big Street ATM,2014-10-04,49,14,35,190500,48000,142500,SATURDAY,National_holiday,True,HHH,Saturday,-21,-21,2014-10,2014-10
Mount Road ATM,2014-10-04,249,81,168,974500,399300,575200,SATURDAY,National_holiday,True,HHH,Saturday,-87,-87,2014-10,2014-10
Airport ATM,2014-10-04,50,39,11,304300,285900,18400,SATURDAY,National_holiday,True,HHH,Saturday,28,28,2014-10,2014-10
KK Nagar ATM,2014-10-04,469,209,260,2004700,889500,1115200,SATURDAY,National_holiday,True,HHH,Saturday,-51,-51,2014-10,2014-10
Christ College ATM,2014-10-04,156,62,94,764900,343100,421800,SATURDAY,National_holiday,True,HHH,Saturday,-32,-32,2014-10,2014-10
Christ College ATM,2014-10-05,203,39,164,831600,190500,641100,SUNDAY,Muslim_festivals,True,HHW,Sunday,-125,-125,2014-10,2014-10
KK Nagar ATM,2014-10-05,238,130,108,867600,424100,443500,SUNDAY,Muslim_festivals,True,HHW,Sunday,22,22,2014-10,2014-10
Airport ATM,2014-10-05,128,93,35,602700,475600,127100,SUNDAY,Muslim_festivals,True,HHW,Sunday,58,58,2014-10,2014-10
Mount Road ATM,2014-10-05,188,64,124,631300,256500,374800,SUNDAY,Muslim_festivals,True,HHW,Sunday,-60,-60,2014-10,2014-10
Big Street ATM,2014-10-05,59,16,43,220800,75400,145400,SUNDAY,Muslim_festivals,True,HHW,Sunday,-27,-27,2014-10,2014-10
